Successfully ran 7300 iterations with 128 processors and 1 threads per processor in 30.3961 seconds 
EMPTY HUMANS ZOMBIES INFECTED
7063430 917759 16208 2603
7062948 918101 16321 2630
7062460 918469 16430 2641
7061940 918832 16546 2682
7061393 919230 16681 2696
7060849 919634 16806 2711
7060349 920027 16946 2678
7059811 920439 17071 2679
7059327 920787 17194 2692
7058796 921182 17345 2677
7058324 921524 17439 2713
7057817 921897 17543 2743
7057279 922313 17670 2738
7056742 922707 17799 2752
7056209 923092 17920 2779
7055728 923446 18040 2786
7055243 923805 18161 2791
7054726 924167 18270 2837
7054196 924535 18393 2876
7053701 924881 18529 2889
7053159 925247 18662 2932
7052547 925713 18812 2928
7052074 926041 18954 2931
7051534 926428 19110 2928
7050992 926843 19240 2925
7050545 927151 19368 2936
7050047 927502 19484 2967
7049540 927838 19609 3013
7048996 928232 19767 3005
7048516 928564 19888 3032
7047992 928950 20026 3032
7047453 929333 20163 3051
7046991 929649 20293 3067
7046464 930011 20441 3084
7045963 930334 20583 3120
7045419 930726 20741 3114
7044893 931093 20875 3139
7044397 931427 21035 3141
7043840 931821 21166 3173
7043321 932201 21305 3173
7042807 932571 21420 3202
7042324 932920 21554 3202
7041791 933298 21698 3213
7041283 933653 21838 3226
7040776 933996 22005 3223
7040268 934348 22150 3234
7039762 934709 22291 3238
7039194 935133 22449 3224
7038627 935533 22609 3231
7038132 935897 22735 3236
7037667 936199 22873 3261
7037180 936537 23022 3261
7036700 936846 23159 3295
7036198 937205 23292 3305
7035718 937558 23441 3283
7035184 937932 23578 3306
7034635 938320 23728 3317
7034071 938724 23875 3330
7033579 939064 24009 3348
7033051 939423 24135 3391
7032541 939775 24268 3416
7032072 940081 24396 3451
7031521 940461 24557 3461
7031050 940773 24707 3470
7030550 941113 24841 3496
7030087 941412 24985 3516
7029616 941699 25150 3535
7029119 942030 25302 3549
7028631 942332 25457 3580
7028097 942680 25633 3590
7027579 943021 25819 3581
7027091 943356 25980 3573
7026558 943719 26126 3597
7026037 944055 26293 3615
7025521 944413 26426 3640
7025032 944714 26598 3656
7024545 945081 26754 3620
7024053 945405 26920 3622
7023563 945716 27095 3626
7023074 946011 27240 3675
7022522 946402 27376 3700
7021975 946795 27513 3717
7021468 947145 27651 3736
7020950 947467 27807 3776
7020455 947781 27979 3785
7019981 948106 28138 3775
7019449 948460 28291 3800
7018962 948765 28463 3810
7018456 949096 28631 3817
7017959 949405 28788 3848
7017503 949661 28992 3844
7016946 950030 29171 3853
7016480 950302 29340 3878
7015946 950649 29501 3904
7015382 951043 29668 3907
7014848 951391 29854 3907
7014317 951730 30033 3920
7013837 952018 30169 3976
7013415 952265 30363 3957
7012920 952597 30543 3940
7012381 952960 30700 3959
7011877 953286 30851 3986
7011371 953568 31034 4027
7010860 953905 31209 4026
7010395 954218 31370 4017
7009943 954492 31527 4038
7009483 954765 31698 4054
7008983 955097 31853 4067
7008507 955393 32018 4082
7008014 955683 32187 4116
7007523 955994 32380 4103
7006991 956329 32567 4113
7006512 956596 32755 4137
7006024 956909 32950 4117
7005520 957199 33111 4170
7004982 957554 33280 4184
7004458 957878 33483 4181
7003949 958193 33639 4219
7003473 958477 33810 4240
7002976 958787 34009 4228
7002488 959073 34163 4276
7001984 959390 34338 4288
7001477 959692 34517 4314
7000980 959985 34685 4350
7000512 960248 34881 4359
7000037 960519 35059 4385
6999520 960804 35236 4440
6998972 961143 35411 4474
6998455 961471 35577 4497
6997937 961783 35761 4519
6997477 962019 35945 4559
6997010 962276 36151 4563
6996512 962589 36361 4538
6996048 962842 36541 4569
6995519 963151 36731 4599
6995044 963422 36954 4580
6994613 963650 37161 4576
6994101 963944 37339 4616
6993630 964231 37530 4609
6993175 964450 37712 4663
6992681 964733 37918 4668
6992138 965026 38111 4725
6991624 965331 38306 4739
6991138 965637 38503 4722
6990656 965897 38698 4749
6990168 966144 38897 4791
6989704 966382 39113 4801
6989220 966620 39333 4827
6988690 966925 39552 4833
6988233 967168 39772 4827
6987776 967450 39945 4829
6987300 967705 40149 4846
6986830 967961 40359 4850
6986369 968230 40564 4837
6985897 968494 40789 4820
6985426 968729 41010 4835
6984895 969060 41200 4845
6984445 969282 41397 4876
6984041 969468 41568 4923
6983559 969742 41810 4889
6983041 970072 42043 4844
6982548 970339 42248 4865
6982043 970655 42461 4841
6981535 970937 42652 4876
6981003 971213 42865 4919
6980548 971462 43072 4918
6980079 971710 43274 4937
6979537 971992 43483 4988
6979012 972289 43696 5003
6978513 972559 43908 5020
6978039 972811 44121 5029
6977558 973061 44324 5057
6977061 973300 44540 5099
6976579 973537 44783 5101
6976114 973752 44983 5151
6975634 973991 45209 5166
6975109 974289 45436 5166
6974628 974577 45631 5164
6974151 974804 45841 5204
6973633 975103 46067 5197
6973145 975353 46289 5213
6972711 975561 46490 5238
6972228 975784 46698 5290
6971701 976102 46894 5303
6971231 976342 47072 5355
6970771 976533 47303 5393
6970306 976761 47543 5390
6969807 977031 47761 5401
6969289 977314 48000 5397
6968792 977530 48207 5471
6968278 977802 48447 5473
6967804 978066 48654 5476
6967300 978325 48886 5489
6966816 978542 49111 5531
6966396 978703 49354 5547
6965917 978967 49560 5556
6965459 979221 49785 5535
6964917 979499 49987 5597
6964432 979759 50252 5557
6963967 979972 50488 5573
6963449 980215 50703 5633
6962951 980493 50936 5620
6962507 980692 51177 5624
6962034 980918 51386 5662
6961569 981155 51614 5662
6961052 981362 51881 5705
6960589 981563 52073 5775
6960104 981786 52301 5809
6959588 982062 52541 5809
6959056 982359 52809 5776
6958584 982557 53075 5784
6958136 982740 53324 5800
6957712 982933 53539 5816
6957220 983176 53800 5804
6956736 983417 54023 5824
6956225 983685 54262 5828
6955742 983918 54494 5846
6955242 984157 54749 5852
6954817 984326 54986 5871
6954326 984593 55211 5870
6953828 984830 55478 5864
6953334 985090 55695 5881
6952797 985381 55937 5885
6952339 985566 56186 5909
6951887 985761 56400 5952
6951458 985950 56638 5954
6950961 986188 56859 5992
6950487 986443 57093 5977
6950024 986668 57327 5981
6949554 986855 57534 6057
6949077 987079 57794 6050
6948635 987290 58023 6052
6948156 987473 58288 6083
6947642 987748 58537 6073
6947194 987918 58819 6069
6946688 988146 59085 6081
6946212 988374 59311 6103
6945795 988485 59580 6140
6945342 988691 59840 6127
6944863 988906 60068 6163
6944436 989035 60314 6215
6944024 989198 60564 6214
6943539 989413 60836 6212
6943076 989605 61117 6202
6942651 989771 61360 6218
6942178 990001 61618 6203
6941626 990214 61911 6249
6941165 990412 62149 6274
6940674 990637 62391 6298
6940179 990920 62636 6265
6939783 991069 62861 6287
6939245 991346 63109 6300
6938804 991556 63337 6303
6938295 991801 63613 6291
6937802 992016 63873 6309
6937324 992227 64145 6304
6936856 992421 64393 6330
6936400 992599 64629 6372
6935885 992862 64873 6380
6935449 993002 65129 6420
6934953 993224 65411 6412
6934417 993486 65702 6395
6933959 993639 65979 6423
6933456 993843 66257 6444
6933010 994029 66476 6485
6932525 994193 66754 6528
6932063 994371 67041 6525
6931633 994534 67334 6499
6931171 994711 67592 6526
6930761 994857 67837 6545
6930267 995114 68100 6519
6929853 995239 68384 6524
6929385 995413 68700 6502
6928947 995536 68916 6601
6928467 995797 69165 6571
6928007 995996 69426 6571
6927558 996166 69668 6608
6927120 996329 69956 6595
6926624 996578 70201 6597
6926159 996776 70471 6594
6925697 996954 70732 6617
6925236 997162 70992 6610
6924762 997334 71250 6654
6924307 997492 71503 6698
6923843 997701 71760 6696
6923445 997853 72028 6674
6922946 998072 72339 6643
6922494 998259 72600 6647
6921994 998477 72861 6668
6921521 998651 73126 6702
6921100 998788 73356 6756
6920635 998943 73628 6794
6920155 999108 73915 6822
6919717 999303 74188 6792
6919269 999447 74483 6801
6918803 999634 74741 6822
6918366 999781 75054 6799
6917940 999885 75371 6804
6917536 999966 75632 6866
6917124 1000101 75897 6878
6916704 1000244 76160 6892
6916221 1000441 76438 6900
6915769 1000616 76715 6900
6915303 1000771 76998 6928
6914832 1000970 77285 6913
6914393 1001095 77605 6907
6913876 1001336 77873 6915
6913422 1001517 78171 6890
6912968 1001674 78475 6883
6912492 1001862 78764 6882
6912080 1001935 79026 6959
6911609 1002113 79261 7017
6911160 1002263 79536 7041
6910708 1002434 79819 7039
6910213 1002594 80089 7104
6909809 1002715 80353 7123
6909390 1002820 80635 7155
6908902 1003028 80924 7146
6908465 1003159 81146 7230
6908033 1003296 81403 7268
6907588 1003440 81684 7288
6907092 1003619 81976 7313
6906605 1003792 82256 7347
6906182 1003937 82537 7344
6905696 1004088 82828 7388
6905261 1004214 83105 7420
6904772 1004368 83386 7474
6904365 1004519 83690 7426
6903932 1004627 83998 7443
6903499 1004770 84283 7448
6903032 1004923 84610 7435
6902593 1005066 84886 7455
6902224 1005126 85160 7490
6901762 1005238 85464 7536
6901320 1005365 85778 7537
6900917 1005470 86073 7540
6900440 1005593 86405 7562
6900012 1005737 86689 7562
6899526 1005906 86984 7584
6899120 1006014 87237 7629
6898693 1006127 87539 7641
6898251 1006239 87823 7687
6897841 1006324 88146 7689
6897421 1006433 88436 7710
6897003 1006551 88738 7708
6896586 1006685 89025 7704
6896142 1006793 89334 7731
6895728 1006921 89582 7769
6895283 1007052 89878 7787
6894867 1007156 90187 7790
6894381 1007357 90458 7804
6893904 1007496 90738 7862
6893454 1007612 91032 7902
6893025 1007748 91332 7895
6892531 1007919 91663 7887
6892083 1008055 91989 7873
6891643 1008177 92333 7847
6891166 1008333 92651 7850
6890736 1008470 92911 7883
6890252 1008619 93176 7953
6889796 1008762 93515 7927
6889378 1008834 93823 7965
6888938 1008990 94159 7913
6888515 1009101 94493 7891
6888059 1009266 94807 7868
6887630 1009399 95060 7911
6887180 1009505 95324 7991
6886760 1009592 95629 8019
6886354 1009693 95916 8037
6885861 1009872 96229 8038
6885439 1009985 96558 8018
6885032 1010079 96867 8022
6884578 1010207 97158 8057
6884088 1010375 97485 8052
6883687 1010482 97820 8011
6883205 1010658 98089 8048
6882766 1010806 98387 8041
6882261 1010973 98713 8053
6881857 1011058 99005 8080
6881418 1011174 99308 8100
6880931 1011333 99624 8112
6880475 1011463 99934 8128
6880018 1011605 100215 8162
6879560 1011707 100516 8217
6879119 1011818 100814 8249
6878719 1011928 101107 8246
6878302 1012017 101405 8276
6877860 1012092 101752 8296
6877419 1012235 102084 8262
6877052 1012282 102378 8288
6876649 1012366 102698 8287
6876202 1012474 103016 8308
6875809 1012593 103341 8257
6875388 1012655 103666 8291
6874975 1012761 103977 8287
6874504 1012876 104294 8326
6874048 1012990 104640 8322
6873600 1013087 104948 8365
6873178 1013187 105266 8369
6872766 1013237 105581 8416
6872364 1013314 105919 8403
6871934 1013413 106209 8444
6871453 1013566 106567 8414
6870983 1013679 106890 8448
6870586 1013767 107243 8404
6870177 1013830 107577 8416
6869658 1013975 107927 8440
6869266 1014059 108283 8392
6868828 1014186 108577 8409
6868420 1014289 108900 8391
6867970 1014394 109216 8420
6867533 1014475 109507 8485
6867062 1014626 109866 8446
6866626 1014740 110181 8453
6866226 1014808 110512 8454
6865845 1014852 110802 8501
6865386 1014924 111119 8571
6864988 1014990 111412 8610
6864572 1015056 111749 8623
6864190 1015110 112113 8587
6863767 1015183 112436 8614
6863373 1015242 112760 8625
6862946 1015310 113066 8678
6862516 1015408 113372 8704
6862067 1015509 113722 8702
6861607 1015587 114055 8751
6861152 1015651 114391 8806
6860761 1015717 114686 8836
6860306 1015813 115025 8856
6859885 1015837 115339 8939
6859464 1015909 115693 8934
6859003 1015976 116047 8974
6858607 1016016 116407 8970
6858212 1016108 116714 8966
6857770 1016221 117074 8935
6857370 1016258 117405 8967
6856967 1016338 117763 8932
6856590 1016380 118054 8976
6856172 1016400 118399 9029
6855756 1016475 118750 9019
6855374 1016499 119069 9058
6854963 1016562 119436 9039
6854549 1016540 119829 9082
6854166 1016555 120174 9105
6853781 1016568 120505 9146
6853345 1016628 120839 9188
6852941 1016671 121222 9166
6852496 1016770 121608 9126
6852060 1016796 121972 9172
6851711 1016783 122336 9170
6851310 1016784 122672 9234
6850863 1016874 123019 9244
6850478 1016862 123375 9285
6850113 1016902 123737 9248
6849709 1016940 124071 9280
6849290 1017001 124434 9275
6848880 1017056 124793 9271
6848494 1017093 125108 9305
6848060 1017183 125493 9264
6847663 1017216 125823 9298
6847251 1017226 126177 9346
6846830 1017255 126554 9361
6846406 1017311 126926 9357
6845955 1017390 127307 9348
6845586 1017407 127651 9356
6845133 1017451 127970 9446
6844754 1017472 128302 9472
6844308 1017521 128659 9512
6843888 1017568 129024 9520
6843467 1017586 129360 9587
6843091 1017608 129697 9604
6842663 1017698 130052 9587
6842279 1017721 130412 9588
6841913 1017664 130767 9656
6841499 1017670 131125 9706
6841050 1017772 131466 9712
6840671 1017736 131838 9755
6840296 1017776 132202 9726
6839831 1017846 132594 9729
6839428 1017877 132976 9719
6839028 1017911 133288 9773
6838599 1017968 133679 9754
6838181 1018017 134029 9773
6837777 1018040 134437 9746
6837382 1018088 134811 9719
6837009 1018136 135158 9697
6836636 1018135 135516 9713
6836248 1018127 135852 9773
6835819 1018134 136200 9847
6835391 1018161 136587 9861
6835034 1018149 136954 9863
6834596 1018210 137311 9883
6834213 1018212 137662 9913
6833775 1018214 138097 9914
6833366 1018277 138440 9917
6832982 1018270 138794 9954
6832547 1018322 139171 9960
6832157 1018329 139507 10007
6831776 1018293 139925 10006
6831394 1018295 140281 10030
6830924 1018376 140672 10028
6830542 1018368 141033 10057
6830108 1018448 141366 10078
6829697 1018513 141733 10057
6829268 1018525 142100 10107
6828893 1018550 142502 10055
6828491 1018530 142892 10087
6828113 1018509 143232 10146
6827707 1018526 143637 10130
6827337 1018567 144003 10093
6826973 1018525 144327 10175
6826582 1018557 144680 10181
6826192 1018539 145049 10220
6825817 1018533 145426 10224
6825409 1018521 145789 10281
6825046 1018484 146149 10321
6824638 1018489 146514 10359
6824214 1018540 146927 10319
6823787 1018554 147301 10358
6823387 1018608 147659 10346
6823056 1018560 148018 10366
6822655 1018542 148414 10389
6822257 1018557 148755 10431
6821877 1018551 149141 10431
6821476 1018543 149546 10435
6821091 1018482 149950 10477
6820723 1018435 150354 10488
6820369 1018382 150693 10556
6819993 1018359 151082 10566
6819638 1018333 151499 10530
6819250 1018325 151911 10514
6818882 1018305 152275 10538
6818505 1018332 152626 10537
6818082 1018403 152987 10528
6817697 1018446 153350 10507
6817310 1018431 153761 10498
6816940 1018398 154159 10503
6816492 1018409 154534 10565
6816136 1018403 154963 10498
6815793 1018376 155317 10514
6815446 1018365 155722 10467
6814990 1018414 156104 10492
6814620 1018358 156466 10556
6814242 1018333 156841 10584
6813860 1018295 157255 10590
6813421 1018326 157624 10629
6813087 1018299 158000 10614
6812729 1018226 158378 10667
6812364 1018187 158756 10693
6812009 1018179 159146 10666
6811627 1018133 159561 10679
6811273 1018078 159945 10704
6810934 1018053 160316 10697
6810597 1018020 160667 10716
6810163 1017936 161109 10792
6809774 1017948 161481 10797
6809392 1017921 161881 10806
6809019 1017851 162252 10878
6808642 1017844 162636 10878
6808271 1017841 163041 10847
6807846 1017897 163406 10851
6807431 1017949 163781 10839
6807054 1017914 164211 10821
6806711 1017861 164630 10798
6806372 1017788 164958 10882
6806002 1017739 165328 10931
6805648 1017683 165750 10919
6805285 1017610 166156 10949
6804874 1017595 166522 11009
6804506 1017513 166927 11054
6804163 1017456 167305 11076
6803806 1017380 167720 11094
6803470 1017305 168093 11132
6803106 1017255 168458 11181
6802749 1017149 168855 11247
6802438 1017052 169203 11307
6802061 1017037 169636 11266
6801677 1017052 169983 11288
6801304 1017014 170360 11322
6800905 1016988 170786 11321
6800490 1016979 171187 11344
6800173 1016853 171673 11301
6799809 1016801 172066 11324
6799393 1016787 172481 11339
6799056 1016682 172908 11354
6798664 1016653 173297 11386
6798292 1016635 173705 11368
6798004 1016569 174097 11330
6797623 1016509 174556 11312
6797205 1016514 174941 11340
6796866 1016437 175368 11329
6796549 1016318 175746 11387
6796204 1016287 176136 11373
6795824 1016239 176585 11352
6795422 1016175 177017 11386
6795057 1016036 177363 11544
6794635 1016025 177776 11564
6794290 1015952 178193 11565
6793935 1015889 178641 11535
6793596 1015804 179034 11566
6793221 1015732 179398 11649
6792876 1015637 179835 11652
6792506 1015632 180293 11569
6792141 1015586 180736 11537
6791803 1015503 181130 11564
6791460 1015438 181487 11615
6791118 1015360 181910 11612
6790762 1015324 182294 11620
6790445 1015221 182711 11623
6790136 1015115 183105 11644
6789763 1015042 183477 11718
6789378 1015022 183822 11778
6789054 1014936 184227 11783
6788671 1014939 184584 11806
6788317 1014841 185015 11827
6787916 1014803 185418 11863
6787582 1014685 185813 11920
6787244 1014594 186219 11943
6786937 1014480 186593 11990
6786553 1014454 187063 11930
6786136 1014427 187554 11883
6785778 1014336 188014 11872
6785388 1014271 188414 11927
6785052 1014182 188836 11930
6784712 1014105 189270 11913
6784422 1013985 189665 11928
6784107 1013853 190087 11953
6783763 1013795 190498 11944
6783397 1013709 190880 12014
6783031 1013669 191281 12019
6782705 1013588 191729 11978
6782352 1013519 192103 12026
6782020 1013329 192516 12135
6781648 1013258 192974 12120
6781310 1013187 193375 12128
6780936 1013133 193846 12085
6780571 1013099 194285 12045
6780225 1013037 194737 12001
6779868 1012933 195193 12006
6779463 1012886 195592 12059
6779123 1012796 196041 12040
6778828 1012628 196463 12081
6778469 1012502 196867 12162
6778143 1012367 197283 12207
6777757 1012286 197697 12260
6777416 1012207 198151 12226
6777047 1012129 198580 12244
6776709 1012013 198969 12309
6776340 1011943 199384 12333
6776013 1011810 199809 12368
6775695 1011654 200250 12401
6775258 1011647 200682 12413
6774884 1011570 201128 12418
6774605 1011424 201526 12445
6774242 1011328 201941 12489
6773908 1011212 202413 12467
6773565 1011133 202815 12487
6773200 1011052 203272 12476
6772904 1010883 203678 12535
6772544 1010790 204084 12582
6772214 1010678 204479 12629
6771863 1010576 204887 12674
6771523 1010469 205319 12689
6771178 1010380 205730 12712
6770898 1010245 206147 12710
6770574 1010117 206557 12752
6770242 1009999 206944 12815
6769959 1009830 207401 12810
6769634 1009710 207812 12844
6769309 1009594 208227 12870
6768974 1009515 208653 12858
6768628 1009366 209080 12926
6768251 1009340 209550 12859
6767912 1009307 209978 12803
6767641 1009162 210424 12773
6767283 1009106 210855 12756
6766949 1008960 211285 12806
6766577 1008893 211725 12805
6766231 1008794 212137 12838
6765893 1008674 212577 12856
6765551 1008591 213048 12810
6765233 1008467 213467 12833
6764903 1008285 213864 12948
6764551 1008173 214255 13021
6764186 1008000 214741 13073
6763869 1007839 215185 13107
6763536 1007804 215610 13050
6763203 1007694 216110 12993
6762851 1007633 216545 12971
6762531 1007495 217028 12946
6762261 1007339 217484 12916
6761897 1007225 217955 12923
6761509 1007105 218382 13004
6761195 1006954 218801 13050
6760896 1006756 219303 13045
6760611 1006613 219723 13053
6760316 1006481 220138 13065
6759980 1006379 220568 13073
6759665 1006213 220980 13142
6759398 1005939 221403 13260
6759061 1005750 221905 13284
6758713 1005674 222377 13236
6758441 1005491 222842 13226
6758146 1005315 223289 13250
6757832 1005168 223747 13253
6757455 1005115 224196 13234
6757131 1004934 224648 13287
6756756 1004834 225119 13291
6756435 1004675 225563 13327
6756130 1004520 226023 13327
6755823 1004365 226453 13359
6755503 1004245 226909 13343
6755258 1004042 227317 13383
6754986 1003858 227767 13389
6754684 1003643 228205 13468
6754337 1003493 228705 13465
6754021 1003319 229171 13489
6753668 1003158 229637 13537
6753346 1003027 230073 13554
6753058 1002771 230555 13616
6752739 1002628 231054 13579
6752429 1002483 231484 13604
6752120 1002322 231963 13595
6751773 1002183 232457 13587
6751501 1001942 232967 13590
6751199 1001795 233459 13547
6750901 1001587 233887 13625
6750597 1001395 234294 13714
6750349 1001151 234758 13742
6750067 1001010 235268 13655
6749786 1000850 235682 13682
6749506 1000664 236180 13650
6749186 1000539 236589 13686
6748892 1000302 237041 13765
6748629 1000116 237532 13723
6748295 999934 238014 13757
6748023 999723 238479 13775
6747751 999510 238933 13806
6747415 999347 239376 13862
6747115 999202 239778 13905
6746812 999031 240206 13951
6746516 998879 240662 13943
6746168 998764 241164 13904
6745901 998525 241632 13942
6745651 998284 242121 13944
6745299 998171 242570 13960
6744999 997962 243003 14036
6744703 997752 243428 14117
6744466 997539 243885 14110
6744100 997443 244394 14063
6743747 997330 244863 14060
6743470 997177 245354 13999
6743162 996993 245800 14045
6742890 996773 246246 14091
6742592 996591 246755 14062
6742304 996423 247257 14016
6742041 996192 247694 14073
